,机构名字,所属地区,电话,地址,所属省,所属市,所属区,所属地址,adcode,地址省,地址市,地址区,具体地址,adcode_address
144,北京市延庆区精神病医院,北京市延庆区,13581864676,北京市延庆区张山营镇张山营村,北京市,市辖区,延庆区,,110119,北京市,市辖区,延庆区,张山营镇张山营村,110119
145,北京市延庆区医院,北京市延庆区,010-69187667,北京市延庆区东顺城街28号,北京市,市辖区,延庆区,,110119,北京市,市辖区,延庆区,东顺城街28号,110119
146,北京市延庆区医院（北京大学第三医院延庆医院）,北京市延庆区,010-69103020,北京市延庆区延庆镇东顺城街28号,北京市,市辖区,延庆区,,110119,北京市,市辖区,延庆区,延庆镇东顺城街28号,110119
147,北京市延庆区中医医院,北京市延庆区,010-69142656,北京市延庆区新城街11号,北京市,市辖区,延庆区,,110119,北京市,市辖区,延庆区,新城街11号,110119
148,北京市羊坊店医院,北京市海淀区,010-51300815,北京市海淀区双贝子坟路1号,北京市,市辖区,海淀区,,110108,北京市,市辖区,海淀区,双贝子坟路1号,110108
149,北京市中关村医院,北京市海淀区,010-82548650,北京市海淀区中关村南路12号,北京市,市辖区,海淀区,,110108,北京市,市辖区,海淀区,中关村南路12号,110108
150,北京首儿窦店儿童医院,北京市房山区,010-80320999,北京市房山区窦店镇,北京市,市辖区,房山区,,110111,北京市,市辖区,房山区,窦店镇,110111
151,北京水利医院,北京市海淀区,18601258591,北京市海淀区玉渊潭南路19号,北京市,市辖区,海淀区,,110108,北京市,市辖区,海淀区,玉渊潭南路19号,110108
152,北京索真医学检验实验室,北京经济开发区,13511008175,北京市北京经济技术开发区科创六街88号院7号楼1单元201室,北京市,,,经济开发区,110000,北京市,,,经济技术开发区科创六街88号院7号楼1单元201室,110000
153,北京泰普舜康医学检验实验室,北京市大兴区,4008100013,北京市大兴区成寿寺路旧宫一号,北京市,市辖区,大兴区,,110115,北京市,市辖区,大兴区,成寿寺路旧宫一号,110115
154,北京铁路疾病预防控制中心,北京市海淀区,010-51823614,北京市海淀区会城门东路2号,北京市,市辖区,海淀区,,110108,北京市,市辖区,海淀区,会城门东路2号,110108
155,北京小汤山医院,北京市昌平区,010-61789467010-61789946,北京市昌平区小汤山镇温泉街390号,北京市,市辖区,昌平区,,110114,北京市,市辖区,昌平区,小汤山镇温泉街390号,110114
156,北京燕化医院,北京市房山区,010-80345566,北京市房山区燕山迎风街15号,北京市,市辖区,房山区,,110111,北京市,市辖区,房山区,燕山迎风街15号,110111
157,北京医院,北京市东城区,010-85138510,北京市东城区东单大华路1号,北京市,市辖区,东城区,,110101,北京市,市辖区,东城区,东单大华路1号,110101
158,北京优联眼耳鼻喉医院,北京市朝阳区,010-87528888,北京市朝阳区东四环南路53号林达海渔广场7号楼,北京市,市辖区,朝阳区,,110105,北京市,市辖区,朝阳区,东四环南路53号林达海渔广场7号楼,110105
159,北京优迅医学检验实验室,北京市海淀区,010-4006881555,北京市海淀区杏石口路65号益园C7栋,北京市,市辖区,海淀区,,110108,北京市,市辖区,海淀区,杏石口路65号益园C7栋,110108
160,北京元码医学检验实验室,北京市朝阳区,400-860-8065,北京市朝阳区广顺北大街5号融创动力大厦A栋-402,北京市,市辖区,朝阳区,,110105,北京市,市辖区,朝阳区,广顺北大街5号融创动力大厦A栋-402,110105
161,北京长峰医院,北京市丰台区,010-88248999,北京市丰台区靛厂路291号,北京市,市辖区,丰台区,,110106,北京市,市辖区,丰台区,靛厂路291号,110106
162,北京致谱医学检验实验室,北京市海淀区,4006906160,北京市海淀区北清路68号院2号楼1层06室,北京市,市辖区,海淀区,,110108,北京市,市辖区,海淀区,北清路68号院2号楼1层06室,110108
163,北京智德臻和医学检验所,北京市顺义区,4008292021,北京市顺义区仁和镇机场东路顺科大厦A座,北京市,市辖区,顺义区,,110113,北京市,市辖区,顺义区,仁和镇机场东路顺科大厦A座,110113
164,北京中医药大学东方医院,北京市丰台区,010-67689655,北京市丰台区芳星园一区6号,北京市,市辖区,丰台区,,110106,北京市,市辖区,丰台区,芳星园一区6号,110106
165,北京中医药大学东直门医院（通州院区）,北京市通州区,010-80816665,北京市通州区翠屏平西路116号,北京市,市辖区,通州区,,110112,北京市,市辖区,通州区,翠屏平西路116号,110112
166,北京中医医院平谷医院,北京市平谷区,010-69970937,北京市平谷区,北京市,市辖区,平谷区,,110117,北京市,市辖区,平谷区,,110117
167,北京中因医学检验实验室,北京市昌平区,4006006223,北京市昌平区生命科学园生命园路9号院1号楼三四层,北京市,市辖区,昌平区,,110114,北京市,市辖区,昌平区,生命科学园生命园路9号院1号楼三四层,110114
168,北京肿瘤医院,北京市海淀区,010-88196358,北京市海淀区阜成路52号,北京市,市辖区,海淀区,,110108,北京市,市辖区,海淀区,阜成路52号,110108
169,国家电网公司北京电力医院,北京市丰台区,010-63502353,北京市丰台区太平桥西里甲1号,北京市,市辖区,丰台区,,110106,北京市,市辖区,丰台区,太平桥西里甲1号,110106
170,国家康复辅具研究中心附属康复医院,北京经济开发区,010-58122901,北京市经济技术开发区荣华中路1号,北京市,,,经济开发区,110000,北京市,,,经济技术开发区荣华中路1号,110000
171,海关总署（北京）国际旅行卫生保健中心,北京市东城区,010-64274239,北京市东城区和平里北街20号,北京市,市辖区,东城区,,110101,北京市,市辖区,东城区,和平里北街20号,110101
172,航天中心医院,北京市海淀区,010-59971253,北京市海淀区玉泉路15号,北京市,市辖区,海淀区,,110108,北京市,市辖区,海淀区,玉泉路15号,110108
173,火箭军特色医学中心,北京市西城区,010-66343295,北京市西城区新街口外大街16号院,北京市,市辖区,西城区,,110102,北京市,市辖区,西城区,新街口外大街16号院,110102
174,京煤集团总医院,北京市门头沟区,010-69842525-36326,北京市门头沟区黑山大街18号,北京市,市辖区,门头沟区,,110109,北京市,市辖区,门头沟区,黑山大街18号,110109
175,卡尤迪闪测方舱实验室-禧园舱,北京市朝阳区,13366760077,北京市朝阳区来广营乡新生村朝来农艺园内118号,北京市,市辖区,朝阳区,,110105,北京市,市辖区,朝阳区,来广营乡新生村朝来农艺园内118号,110105
176,卡尤迪医学检验实验室（北京）,北京市昌平区,18600708253,北京市昌平区北大医疗产业园15号楼,北京市,市辖区,昌平区,,110114,北京市,市辖区,昌平区,北大医疗产业园15号楼,110114
177,民航总医院,北京市朝阳区,010-85760010,北京市朝阳区朝外高井甲一号,北京市,市辖区,朝阳区,,110105,北京市,市辖区,朝阳区,朝外高井甲一号,110105
178,南苑医院,北京市丰台区,010-67953040,北京市丰台区公所胡同3号,北京市,市辖区,丰台区,,110106,北京市,市辖区,丰台区,公所胡同3号,110106
179,清华大学医院,北京市海淀区,010-62793001,北京市海淀区清华园1号清华大学院内,北京市,市辖区,海淀区,,110108,北京市,市辖区,海淀区,清华园1号清华大学院内,110108
180,清华大学玉泉医院,北京市石景山区,010-88255992,北京市石景山区石景山路5号,北京市,市辖区,石景山区,,110107,北京市,市辖区,石景山区,石景山路5号,110107
181,首都儿研所附属儿童医院,北京市朝阳区,010-85613495,北京市朝阳区雅宝路2号,北京市,市辖区,朝阳区,,110105,北京市,市辖区,朝阳区,雅宝路2号,110105
182,首都医科大学附属北京安贞医院,北京市朝阳区,010-84005488,北京市朝阳区安贞路2号,北京市,市辖区,朝阳区,,110105,北京市,市辖区,朝阳区,安贞路2号,110105
183,首都医科大学附属北京朝阳医院,北京市朝阳区,18514771316,北京市朝阳区工体南路8号,北京市,市辖区,朝阳区,,110105,北京市,市辖区,朝阳区,工体南路8号,110105
184,首都医科大学附属北京朝阳医院（西院区）,北京市石景山区,010-51718859,北京市石景山区京原路5号,北京市,市辖区,石景山区,,110107,北京市,市辖区,石景山区,京原路5号,110107
185,首都医科大学附属北京地坛医院,北京市朝阳区,010-84322566,北京市朝阳区京顺东街8号,北京市,市辖区,朝阳区,,110105,北京市,市辖区,朝阳区,京顺东街8号,110105
186,首都医科大学附属北京儿童医院,北京市西城区,010-60646161,北京市西城区南礼士路56号,北京市,市辖区,西城区,,110102,北京市,市辖区,西城区,南礼士路56号,110102
187,首都医科大学附属北京妇产医院,北京市东城区,010-52277279,北京市东城区骑河楼17号,北京市,市辖区,东城区,,110101,北京市,市辖区,东城区,骑河楼17号,110101
188,首都医科大学附属北京口腔医院,北京市东城区,010-57099284,北京市东城区天坛西里4号,北京市,市辖区,东城区,,110101,北京市,市辖区,东城区,天坛西里4号,110101
189,首都医科大学附属北京潞河医院,北京市通州区,010-80887890,北京市通州区新华南路82号,北京市,市辖区,通州区,,110112,北京市,市辖区,通州区,新华南路82号,110112
190,首都医科大学附属北京世纪坛医院,北京市海淀区,010-63926997,北京市海淀区羊坊店铁医路10号,北京市,市辖区,海淀区,,110108,北京市,市辖区,海淀区,羊坊店铁医路10号,110108
191,首都医科大学附属北京天坛医院,北京市丰台区,010-59978585,北京市丰台区南四环西路119号,北京市,市辖区,丰台区,,110106,北京市,市辖区,丰台区,南四环西路119号,110106
192,首都医科大学附属北京同仁医院,北京市东城区,010-58266699,北京市东城区东交民巷1号,北京市,市辖区,东城区,,110101,北京市,市辖区,东城区,东交民巷1号,110101
193,首都医科大学附属北京胸科医院,北京市通州区,010-89509100,北京市通州区北关大街9号院一区,北京市,市辖区,通州区,,110112,北京市,市辖区,通州区,北关大街9号院一区,110112
194,首都医科大学附属北京友谊医院（通州院区）,北京市通州区,010-80834411,北京市通州区潞苑东大街101号院,北京市,市辖区,通州区,,110112,北京市,市辖区,通州区,潞苑东大街101号院,110112
195,首都医科大学附属北京友谊医院（西城院区）,北京市西城区,010-63016616,北京市西城区永安路95号,北京市,市辖区,西城区,,110102,北京市,市辖区,西城区,永安路95号,110102
196,首都医科大学附属北京佑安医院,北京市丰台区,010-63292123,北京市丰台区右安门外西头条8号,北京市,市辖区,丰台区,,110106,北京市,市辖区,丰台区,右安门外西头条8号,110106
197,首都医科大学附属北京中医医院,北京市东城区,010-52176956,北京市东城区美术馆后街23号,北京市,市辖区,东城区,,110101,北京市,市辖区,东城区,美术馆后街23号,110101
198,首都医科大学附属复兴医院,北京市西城区,010-88062194,北京市西城区复兴门外大街甲20号,北京市,市辖区,西城区,,110102,北京市,市辖区,西城区,复兴门外大街甲20号,110102
199,首都医科大学宣武医院,北京市西城区,010-83198277,北京市西城区长椿街45号,北京市,市辖区,西城区,,110102,北京市,市辖区,西城区,长椿街45号,110102
200,应急管理部应急总医院,北京市朝阳区,010-87935480,北京市朝阳区西坝河南里29号,北京市,市辖区,朝阳区,,110105,北京市,市辖区,朝阳区,西坝河南里29号,110105
201,战略支援部队特色医学中心,北京市朝阳区,010-66356729,北京市朝阳区安翔北路9号,北京市,市辖区,朝阳区,,110105,北京市,市辖区,朝阳区,安翔北路9号,110105
202,中国航天科工集团七三一医院,北京市丰台区,010-88534151,北京市丰台区云岗镇镇岗南里3号院,北京市,市辖区,丰台区,,110106,北京市,市辖区,丰台区,云岗镇镇岗南里3号院,110106
203,中国人民解放军空军特色医学中心,北京市海淀区,010-68410099,北京市海淀区阜成路30号,北京市,市辖区,海淀区,,110108,北京市,市辖区,海淀区,阜成路30号,110108
204,中国人民解放军总医院第八医学中心,北京市海淀区,010-66775961,北京市海淀区黑山扈路甲17号,北京市,市辖区,海淀区,,110108,北京市,市辖区,海淀区,黑山扈路甲17号,110108
205,中国人民解放军总医院第三医学中心,北京市海淀区,010-57976750,北京市海淀区永定路69号,北京市,市辖区,海淀区,,110108,北京市,市辖区,海淀区,永定路69号,110108
206,中国人民解放军总医院第四医学中心,北京市海淀区,010-66867138,北京市海淀区阜城路51号,北京市,市辖区,海淀区,,110108,北京市,市辖区,海淀区,阜城路51号,110108
