"","country","X2","X3","X4","Units","year2018","year2019","X8"
"1290","SOMALIA",NA,NA,"Same-day visitors (excursionists)","Thousands","..","..",NA
"1291","SOMALIA","Tourism expenditure in other countries",NA,NA,"US$ Millions","..","..",NA
"1292","SOMALIA",NA,"Travel",NA,"US$ Millions","..","..",NA
"1293","SOMALIA",NA,"Passenger transport",NA,"US$ Millions","..","..",NA
"1294","SOUTH AFRICA","Departures",NA,NA,NA,NA,NA,NA
"1295","SOUTH AFRICA",NA,"Total departures",NA,"Thousands","..","..",NA
"1296","SOUTH AFRICA",NA,NA,"Overnights visitors (tourists)","Thousands","..","..",NA
"1297","SOUTH AFRICA",NA,NA,"Same-day visitors (excursionists)","Thousands","..","..",NA
"1298","SOUTH AFRICA","Tourism expenditure in other countries",NA,NA,"US$ Millions","6348","5866",NA
"1299","SOUTH AFRICA",NA,"Travel",NA,"US$ Millions","3402","3141",NA
"1300","SOUTH AFRICA",NA,"Passenger transport",NA,"US$ Millions","2946","2725",NA
"1301","SOUTH SUDAN","Departures",NA,NA,NA,NA,NA,NA
"1302","SOUTH SUDAN",NA,"Total departures",NA,"Thousands","..","..",NA
"1303","SOUTH SUDAN",NA,NA,"Overnights visitors (tourists)","Thousands","..","..",NA
"1304","SOUTH SUDAN",NA,NA,"Same-day visitors (excursionists)","Thousands","..","..",NA
"1305","SOUTH SUDAN","Tourism expenditure in other countries",NA,NA,"US$ Millions","513","..",NA
"1306","SOUTH SUDAN",NA,"Travel",NA,"US$ Millions","8","..",NA
"1307","SOUTH SUDAN",NA,"Passenger transport",NA,"US$ Millions","505","..",NA
"1308","SPAIN","Departures",NA,NA,NA,NA,NA,NA
"1309","SPAIN",NA,"Total departures",NA,"Thousands","22287","22816",NA
"1310","SPAIN",NA,NA,"Overnights visitors (tourists)","Thousands","19032","19845",NA
"1311","SPAIN",NA,NA,"Same-day visitors (excursionists)","Thousands","3255","2971",NA
"1312","SPAIN","Tourism expenditure in other countries",NA,NA,"US$ Millions","..","..",NA
"1313","SPAIN",NA,"Travel",NA,"US$ Millions","26670","28275",NA
"1314","SPAIN",NA,"Passenger transport",NA,"US$ Millions","..","..",NA
"1315","SRI LANKA","Departures",NA,NA,NA,NA,NA,NA
"1316","SRI LANKA",NA,"Total departures",NA,"Thousands","..","..",NA
"1317","SRI LANKA",NA,NA,"Overnights visitors (tourists)","Thousands","1476","1441",NA
"1318","SRI LANKA",NA,NA,"Same-day visitors (excursionists)","Thousands","..","..",NA
"1319","SRI LANKA","Tourism expenditure in other countries",NA,NA,"US$ Millions","2487","2436",NA
"1320","SRI LANKA",NA,"Travel",NA,"US$ Millions","1660","1638",NA
"1321","SRI LANKA",NA,"Passenger transport",NA,"US$ Millions","827","798",NA
"1322","STATE OF PALESTINE","Departures",NA,NA,NA,NA,NA,"1/ West Bank and Gaza."
"1323","STATE OF PALESTINE",NA,"Total departures",NA,"Thousands","..","..",NA
"1324","STATE OF PALESTINE",NA,NA,"Overnights visitors (tourists)","Thousands","..","..",NA
"1325","STATE OF PALESTINE",NA,NA,"Same-day visitors (excursionists)","Thousands","..","..",NA
"1326","STATE OF PALESTINE","Tourism expenditure in other countries",NA,NA,"US$ Millions","755","..","1/ West Bank and Gaza."
"1327","STATE OF PALESTINE",NA,"Travel",NA,"US$ Millions","737","..",NA
"1328","STATE OF PALESTINE",NA,"Passenger transport",NA,"US$ Millions","18","..",NA
"1329","SUDAN","Departures",NA,NA,NA,NA,NA,NA
"1330","SUDAN",NA,"Total departures",NA,"Thousands","..","..",NA
"1331","SUDAN",NA,NA,"Overnights visitors (tourists)","Thousands","..","..",NA
"1332","SUDAN",NA,NA,"Same-day visitors (excursionists)","Thousands","..","..",NA
"1333","SUDAN","Tourism expenditure in other countries",NA,NA,"US$ Millions","..","..",NA
"1334","SUDAN",NA,"Travel",NA,"US$ Millions","13","..",NA
"1335","SUDAN",NA,"Passenger transport",NA,"US$ Millions","..","..",NA
"1336","SURINAME","Departures",NA,NA,NA,NA,NA,NA
"1337","SURINAME",NA,"Total departures",NA,"Thousands","..","..",NA
"1338","SURINAME",NA,NA,"Overnights visitors (tourists)","Thousands","..","..",NA
"1339","SURINAME",NA,NA,"Same-day visitors (excursionists)","Thousands","..","..",NA
"1340","SURINAME","Tourism expenditure in other countries",NA,NA,"US$ Millions","104","94",NA
"1341","SURINAME",NA,"Travel",NA,"US$ Millions","94","87",NA
"1342","SURINAME",NA,"Passenger transport",NA,"US$ Millions","10","7",NA
"1343","SWEDEN","Departures",NA,NA,NA,NA,NA,"1/ Due to a change of supplier, domestic and outbound tourism statistics are not available for 2014-2016."
"1344","SWEDEN",NA,"Total departures",NA,"Thousands","..","..",NA
"1345","SWEDEN",NA,NA,"Overnights visitors (tourists)","Thousands","..","..",NA
"1346","SWEDEN",NA,NA,"Same-day visitors (excursionists)","Thousands","..","..",NA
"1347","SWEDEN","Tourism expenditure in other countries",NA,NA,"US$ Millions","..","..",NA
"1348","SWEDEN",NA,"Travel",NA,"US$ Millions","15704","14367",NA
"1349","SWEDEN",NA,"Passenger transport",NA,"US$ Millions","..","..",NA
"1350","SWITZERLAND","Departures",NA,NA,NA,NA,NA,NA
"1351","SWITZERLAND",NA,"Total departures",NA,"Thousands","24572","..",NA
"1352","SWITZERLAND",NA,NA,"Overnights visitors (tourists)","Thousands","15285","..",NA
"1353","SWITZERLAND",NA,NA,"Same-day visitors (excursionists)","Thousands","9287","..",NA
"1354","SWITZERLAND","Tourism expenditure in other countries",NA,NA,"US$ Millions","20722","20497",NA
"1355","SWITZERLAND",NA,"Travel",NA,"US$ Millions","18335","18123",NA
"1356","SWITZERLAND",NA,"Passenger transport",NA,"US$ Millions","2387","2374",NA
"1357","SYRIAN ARAB REPUBLIC","Departures",NA,NA,NA,NA,NA,NA
"1358","SYRIAN ARAB REPUBLIC",NA,"Total departures",NA,"Thousands","..","..",NA
"1359","SYRIAN ARAB REPUBLIC",NA,NA,"Overnights visitors (tourists)","Thousands","..","..",NA
"1360","SYRIAN ARAB REPUBLIC",NA,NA,"Same-day visitors (excursionists)","Thousands","..","..",NA
"1361","SYRIAN ARAB REPUBLIC","Tourism expenditure in other countries",NA,NA,"US$ Millions","..","..",NA
"1362","SYRIAN ARAB REPUBLIC",NA,"Travel",NA,"US$ Millions","..","..",NA
"1363","SYRIAN ARAB REPUBLIC",NA,"Passenger transport",NA,"US$ Millions","..","..",NA
"1364","TAIWAN PROVINCE OF CHINA","Departures",NA,NA,NA,NA,NA,NA
"1365","TAIWAN PROVINCE OF CHINA",NA,"Total departures",NA,"Thousands","16645","17101",NA
"1366","TAIWAN PROVINCE OF CHINA",NA,NA,"Overnights visitors (tourists)","Thousands","..","..",NA
"1367","TAIWAN PROVINCE OF CHINA",NA,NA,"Same-day visitors (excursionists)","Thousands","..","..",NA
"1368","TAIWAN PROVINCE OF CHINA","Tourism expenditure in other countries",NA,NA,"US$ Millions","22254","22891",NA
"1369","TAIWAN PROVINCE OF CHINA",NA,"Travel",NA,"US$ Millions","19428","20501",NA
"1370","TAIWAN PROVINCE OF CHINA",NA,"Passenger transport",NA,"US$ Millions","2826","2390",NA
"1371","TAJIKISTAN","Departures",NA,NA,NA,NA,NA,NA
"1372","TAJIKISTAN",NA,"Total departures",NA,"Thousands","..","..",NA
"1373","TAJIKISTAN",NA,NA,"Overnights visitors (tourists)","Thousands","31","..",NA
"1374","TAJIKISTAN",NA,NA,"Same-day visitors (excursionists)","Thousands","..","..",NA
"1375","TAJIKISTAN","Tourism expenditure in other countries",NA,NA,"US$ Millions","24.2","28.4",NA
"1376","TAJIKISTAN",NA,"Travel",NA,"US$ Millions","10.199999999999999","5.2",NA
"1377","TAJIKISTAN",NA,"Passenger transport",NA,"US$ Millions","14","23.2",NA
"1378","TANZANIA, UNITED REPUBLIC OF","Departures",NA,NA,NA,NA,NA,NA
"1379","TANZANIA, UNITED REPUBLIC OF",NA,"Total departures",NA,"Thousands","..","..",NA
"1380","TANZANIA, UNITED REPUBLIC OF",NA,NA,"Overnights visitors (tourists)","Thousands","..","..",NA
"1381","TANZANIA, UNITED REPUBLIC OF",NA,NA,"Same-day visitors (excursionists)","Thousands","..","..",NA
"1382","TANZANIA, UNITED REPUBLIC OF","Tourism expenditure in other countries",NA,NA,"US$ Millions","818","..",NA
"1383","TANZANIA, UNITED REPUBLIC OF",NA,"Travel",NA,"US$ Millions","738","..",NA
"1384","TANZANIA, UNITED REPUBLIC OF",NA,"Passenger transport",NA,"US$ Millions","80","..",NA
"1385","THAILAND","Departures",NA,NA,NA,NA,NA,NA
"1386","THAILAND",NA,"Total departures",NA,"Thousands","..","..",NA
"1387","THAILAND",NA,NA,"Overnights visitors (tourists)","Thousands","9966","..",NA
"1388","THAILAND",NA,NA,"Same-day visitors (excursionists)","Thousands","..","..",NA
"1389","THAILAND","Tourism expenditure in other countries",NA,NA,"US$ Millions","14406","16852",NA
"1390","THAILAND",NA,"Travel",NA,"US$ Millions","12083","14238",NA
"1391","THAILAND",NA,"Passenger transport",NA,"US$ Millions","2323","2614",NA
"1392","TIMOR-LESTE","Departures",NA,NA,NA,NA,NA,NA
"1393","TIMOR-LESTE",NA,"Total departures",NA,"Thousands","..","..",NA
"1394","TIMOR-LESTE",NA,NA,"Overnights visitors (tourists)","Thousands","..","..",NA
"1395","TIMOR-LESTE",NA,NA,"Same-day visitors (excursionists)","Thousands","..","..",NA
"1396","TIMOR-LESTE","Tourism expenditure in other countries",NA,NA,"US$ Millions","131","110",NA
"1397","TIMOR-LESTE",NA,"Travel",NA,"US$ Millions","115","92",NA
"1398","TIMOR-LESTE",NA,"Passenger transport",NA,"US$ Millions","16","18",NA
"1399","TOGO","Departures",NA,NA,NA,NA,NA,NA
"1400","TOGO",NA,"Total departures",NA,"Thousands","..","..",NA
"1401","TOGO",NA,NA,"Overnights visitors (tourists)","Thousands","236","269",NA
"1402","TOGO",NA,NA,"Same-day visitors (excursionists)","Thousands","..","..",NA
"1403","TOGO","Tourism expenditure in other countries",NA,NA,"US$ Millions","65","..",NA
"1404","TOGO",NA,"Travel",NA,"US$ Millions","42","..",NA
"1405","TOGO",NA,"Passenger transport",NA,"US$ Millions","23","..",NA
"1406","TONGA","Departures",NA,NA,NA,NA,NA,NA
"1407","TONGA",NA,"Total departures",NA,"Thousands","..","..",NA
"1408","TONGA",NA,NA,"Overnights visitors (tourists)","Thousands","..","..",NA
"1409","TONGA",NA,NA,"Same-day visitors (excursionists)","Thousands","..","..",NA
"1410","TONGA","Tourism expenditure in other countries",NA,NA,"US$ Millions","41.2","51",NA
"1411","TONGA",NA,"Travel",NA,"US$ Millions","36","46",NA
"1412","TONGA",NA,"Passenger transport",NA,"US$ Millions","5.2","5",NA
"1413","TRINIDAD AND TOBAGO","Departures",NA,NA,NA,NA,NA,NA
"1414","TRINIDAD AND TOBAGO",NA,"Total departures",NA,"Thousands","..","..",NA
"1415","TRINIDAD AND TOBAGO",NA,NA,"Overnights visitors (tourists)","Thousands","..","..",NA
"1416","TRINIDAD AND TOBAGO",NA,NA,"Same-day visitors (excursionists)","Thousands","..","..",NA
"1417","TRINIDAD AND TOBAGO","Tourism expenditure in other countries",NA,NA,"US$ Millions","149","133",NA
"1418","TRINIDAD AND TOBAGO",NA,"Travel",NA,"US$ Millions","98","86",NA
"1419","TRINIDAD AND TOBAGO",NA,"Passenger transport",NA,"US$ Millions","51","47",NA
"1420","TUNISIA","Departures",NA,NA,NA,NA,NA,NA
"1421","TUNISIA",NA,"Total departures",NA,"Thousands","..","..",NA
"1422","TUNISIA",NA,NA,"Overnights visitors (tourists)","Thousands","2515","2781",NA
"1423","TUNISIA",NA,NA,"Same-day visitors (excursionists)","Thousands","..","..",NA
"1424","TUNISIA","Tourism expenditure in other countries",NA,NA,"US$ Millions","954","889",NA
"1425","TUNISIA",NA,"Travel",NA,"US$ Millions","864","798",NA
"1426","TUNISIA",NA,"Passenger transport",NA,"US$ Millions","90","91",NA
"1427","TURKEY","Departures",NA,NA,NA,NA,NA,NA
"1428","TURKEY",NA,"Total departures",NA,"Thousands","..","..",NA
"1429","TURKEY",NA,NA,"Overnights visitors (tourists)","Thousands","8383","..",NA
"1430","TURKEY",NA,NA,"Same-day visitors (excursionists)","Thousands","..","..",NA
"1431","TURKEY","Tourism expenditure in other countries",NA,NA,"US$ Millions","6072","4900",NA
"1432","TURKEY",NA,"Travel",NA,"US$ Millions","4595","4110",NA
"1433","TURKEY",NA,"Passenger transport",NA,"US$ Millions","1477","790",NA
"1434","TURKMENISTAN","Departures",NA,NA,NA,NA,NA,NA
"1435","TURKMENISTAN",NA,"Total departures",NA,"Thousands","..","..",NA
"1436","TURKMENISTAN",NA,NA,"Overnights visitors (tourists)","Thousands","..","..",NA
"1437","TURKMENISTAN",NA,NA,"Same-day visitors (excursionists)","Thousands","..","..",NA
"1438","TURKMENISTAN","Tourism expenditure in other countries",NA,NA,"US$ Millions","..","..",NA
"1439","TURKMENISTAN",NA,"Travel",NA,"US$ Millions","..","..",NA
"1440","TURKMENISTAN",NA,"Passenger transport",NA,"US$ Millions","..","..",NA
"1441","TURKS AND CAICOS ISLANDS","Departures",NA,NA,NA,NA,NA,"1/ 1995-1998: country data."
"1442","TURKS AND CAICOS ISLANDS",NA,"Total departures",NA,"Thousands","..","..",NA
"1443","TURKS AND CAICOS ISLANDS",NA,NA,"Overnights visitors (tourists)","Thousands","..","..",NA
"1444","TURKS AND CAICOS ISLANDS",NA,NA,"Same-day visitors (excursionists)","Thousands","..","..",NA
"1445","TURKS AND CAICOS ISLANDS","Tourism expenditure in other countries",NA,NA,"US$ Millions","..","..","1/ 1995-1998: country data."
"1446","TURKS AND CAICOS ISLANDS",NA,"Travel",NA,"US$ Millions","4.2","..",NA
"1447","TURKS AND CAICOS ISLANDS",NA,"Passenger transport",NA,"US$ Millions","..","..",NA
"1448","TUVALU","Departures",NA,NA,NA,NA,NA,NA
"1449","TUVALU",NA,"Total departures",NA,"Thousands","..","..",NA
"1450","TUVALU",NA,NA,"Overnights visitors (tourists)","Thousands","..","..",NA
"1451","TUVALU",NA,NA,"Same-day visitors (excursionists)","Thousands","..","..",NA
"1452","TUVALU","Tourism expenditure in other countries",NA,NA,"US$ Millions","..","..",NA
"1453","TUVALU",NA,"Travel",NA,"US$ Millions","..","..",NA
"1454","TUVALU",NA,"Passenger transport",NA,"US$ Millions","..","..",NA
"1455","UGANDA","Departures",NA,NA,NA,NA,NA,NA
"1456","UGANDA",NA,"Total departures",NA,"Thousands","..","..",NA
"1457","UGANDA",NA,NA,"Overnights visitors (tourists)","Thousands","..","..",NA
"1458","UGANDA",NA,NA,"Same-day visitors (excursionists)","Thousands","..","..",NA
"1459","UGANDA","Tourism expenditure in other countries",NA,NA,"US$ Millions","341","364",NA
"1460","UGANDA",NA,"Travel",NA,"US$ Millions","187","196",NA
"1461","UGANDA",NA,"Passenger transport",NA,"US$ Millions","154","168",NA
"1462","UKRAINE","Departures",NA,NA,NA,NA,NA,NA
"1463","UKRAINE",NA,"Total departures",NA,"Thousands","27977","..",NA
"1464","UKRAINE",NA,NA,"Overnights visitors (tourists)","Thousands","27811","..",NA
"1465","UKRAINE",NA,NA,"Same-day visitors (excursionists)","Thousands","166","..",NA
"1466","UKRAINE","Tourism expenditure in other countries",NA,NA,"US$ Millions","8287","8907",NA
"1467","UKRAINE",NA,"Travel",NA,"US$ Millions","7899","8517",NA
"1468","UKRAINE",NA,"Passenger transport",NA,"US$ Millions","388","390",NA
"1469","UNITED ARAB EMIRATES","Departures",NA,NA,NA,NA,NA,"1/ Source: Central Bank of the U.A.E."
"1470","UNITED ARAB EMIRATES",NA,"Total departures",NA,"Thousands","18904","..",NA
"1471","UNITED ARAB EMIRATES",NA,NA,"Overnights visitors (tourists)","Thousands","..","..",NA
"1472","UNITED ARAB EMIRATES",NA,NA,"Same-day visitors (excursionists)","Thousands","..","..",NA
"1473","UNITED ARAB EMIRATES","Tourism expenditure in other countries",NA,NA,"US$ Millions","17999","18383","1/ Source: Central Bank of the U.A.E."
"1474","UNITED ARAB EMIRATES",NA,"Travel",NA,"US$ Millions","..","..",NA
"1475","UNITED ARAB EMIRATES",NA,"Passenger transport",NA,"US$ Millions","..","..",NA
"1476","UNITED KINGDOM","Departures",NA,NA,NA,NA,NA,NA
"1477","UNITED KINGDOM",NA,"Total departures",NA,"Thousands","90571","93086",NA
"1478","UNITED KINGDOM",NA,NA,"Overnights visitors (tourists)","Thousands","..","..",NA
"1479","UNITED KINGDOM",NA,NA,"Same-day visitors (excursionists)","Thousands","..","..",NA
"1480","UNITED KINGDOM","Tourism expenditure in other countries",NA,NA,"US$ Millions","..","..",NA
"1481","UNITED KINGDOM",NA,"Travel",NA,"US$ Millions","68888","70622",NA
"1482","UNITED KINGDOM",NA,"Passenger transport",NA,"US$ Millions","..","..",NA
"1483","UNITED STATES OF AMERICA","Departures",NA,NA,NA,NA,NA,"1/ Source: NTTO, Statistics Canada, Banco de Mexico.
2/ Includes Mexico and Canada same-day trips only."
"1484","UNITED STATES OF AMERICA",NA,"Total departures",NA,"Thousands","157873","..",NA
"1485","UNITED STATES OF AMERICA",NA,NA,"Overnights visitors (tourists)","Thousands","92564","..",NA
"1486","UNITED STATES OF AMERICA",NA,NA,"Same-day visitors (excursionists)","Thousands","65308","..",NA
"1487","UNITED STATES OF AMERICA","Tourism expenditure in other countries",NA,NA,"US$ Millions","172549","182366",NA
"1488","UNITED STATES OF AMERICA",NA,"Travel",NA,"US$ Millions","126009","134594",NA
"1489","UNITED STATES OF AMERICA",NA,"Passenger transport",NA,"US$ Millions","46540","47772",NA
"1490","UNITED STATES VIRGIN ISLANDS","Departures",NA,NA,NA,NA,NA,NA
"1491","UNITED STATES VIRGIN ISLANDS",NA,"Total departures",NA,"Thousands","..","..",NA
"1492","UNITED STATES VIRGIN ISLANDS",NA,NA,"Overnights visitors (tourists)","Thousands","..","..",NA
"1493","UNITED STATES VIRGIN ISLANDS",NA,NA,"Same-day visitors (excursionists)","Thousands","..","..",NA
"1494","UNITED STATES VIRGIN ISLANDS","Tourism expenditure in other countries",NA,NA,"US$ Millions","..","..",NA
"1495","UNITED STATES VIRGIN ISLANDS",NA,"Travel",NA,"US$ Millions","..","..",NA
"1496","UNITED STATES VIRGIN ISLANDS",NA,"Passenger transport",NA,"US$ Millions","..","..",NA
"1497","URUGUAY","Departures",NA,NA,NA,NA,NA,NA
"1498","URUGUAY",NA,"Total departures",NA,"Thousands","..","..",NA
"1499","URUGUAY",NA,NA,"Overnights visitors (tourists)","Thousands","1947","..",NA
"1500","URUGUAY",NA,NA,"Same-day visitors (excursionists)","Thousands","..","..",NA
"1501","URUGUAY","Tourism expenditure in other countries",NA,NA,"US$ Millions","1309","1480",NA
"1502","URUGUAY",NA,"Travel",NA,"US$ Millions","1047","1200",NA
"1503","URUGUAY",NA,"Passenger transport",NA,"US$ Millions","262","280",NA
"1504","UZBEKISTAN","Departures",NA,NA,NA,NA,NA,NA
"1505","UZBEKISTAN",NA,"Total departures",NA,"Thousands","8594","..",NA
"1506","UZBEKISTAN",NA,NA,"Overnights visitors (tourists)","Thousands","..","..",NA
"1507","UZBEKISTAN",NA,NA,"Same-day visitors (excursionists)","Thousands","..","..",NA
"1508","UZBEKISTAN","Tourism expenditure in other countries",NA,NA,"US$ Millions","2722","2753",NA
"1509","UZBEKISTAN",NA,"Travel",NA,"US$ Millions","2243","2313",NA
"1510","UZBEKISTAN",NA,"Passenger transport",NA,"US$ Millions","479","440",NA
"1511","VANUATU","Departures",NA,NA,NA,NA,NA,NA
"1512","VANUATU",NA,"Total departures",NA,"Thousands","..","..",NA
"1513","VANUATU",NA,NA,"Overnights visitors (tourists)","Thousands","29","35",NA
"1514","VANUATU",NA,NA,"Same-day visitors (excursionists)","Thousands","..","..",NA
"1515","VANUATU","Tourism expenditure in other countries",NA,NA,"US$ Millions","21","..",NA
"1516","VANUATU",NA,"Travel",NA,"US$ Millions","17","..",NA
"1517","VANUATU",NA,"Passenger transport",NA,"US$ Millions","4","..",NA
"1518","VENEZUELA, BOLIVARIAN REPUBLIC OF","Departures",NA,NA,NA,NA,NA,NA
"1519","VENEZUELA, BOLIVARIAN REPUBLIC OF",NA,"Total departures",NA,"Thousands","..","..",NA
"1520","VENEZUELA, BOLIVARIAN REPUBLIC OF",NA,NA,"Overnights visitors (tourists)","Thousands","..","..",NA
"1521","VENEZUELA, BOLIVARIAN REPUBLIC OF",NA,NA,"Same-day visitors (excursionists)","Thousands","..","..",NA
"1522","VENEZUELA, BOLIVARIAN REPUBLIC OF","Tourism expenditure in other countries",NA,NA,"US$ Millions","..","..",NA
"1523","VENEZUELA, BOLIVARIAN REPUBLIC OF",NA,"Travel",NA,"US$ Millions","..","..",NA
"1524","VENEZUELA, BOLIVARIAN REPUBLIC OF",NA,"Passenger transport",NA,"US$ Millions","..","..",NA
"1525","VIET NAM","Departures",NA,NA,NA,NA,NA,"1/ The expenditure figures are those provided by the country to UNWTO, which do not appear in the International Monetary Fund data."
"1526","VIET NAM",NA,"Total departures",NA,"Thousands","..","..",NA
"1527","VIET NAM",NA,NA,"Overnights visitors (tourists)","Thousands","..","..",NA
"1528","VIET NAM",NA,NA,"Same-day visitors (excursionists)","Thousands","..","..",NA
"1529","VIET NAM","Tourism expenditure in other countries",NA,NA,"US$ Millions","5910","6150","1/ The expenditure figures are those provided by the country to UNWTO, which do not appear in the International Monetary Fund data."
"1530","VIET NAM",NA,"Travel",NA,"US$ Millions","..","..",NA
"1531","VIET NAM",NA,"Passenger transport",NA,"US$ Millions","..","..",NA
"1532","YEMEN","Departures",NA,NA,NA,NA,NA,NA
"1533","YEMEN",NA,"Total departures",NA,"Thousands","..","..",NA
"1534","YEMEN",NA,NA,"Overnights visitors (tourists)","Thousands","..","..",NA
"1535","YEMEN",NA,NA,"Same-day visitors (excursionists)","Thousands","..","..",NA
"1536","YEMEN","Tourism expenditure in other countries",NA,NA,"US$ Millions","..","..",NA
"1537","YEMEN",NA,"Travel",NA,"US$ Millions","..","..",NA
"1538","YEMEN",NA,"Passenger transport",NA,"US$ Millions","..","..",NA
"1539","ZAMBIA","Departures",NA,NA,NA,NA,NA,NA
"1540","ZAMBIA",NA,"Total departures",NA,"Thousands","..","..",NA
"1541","ZAMBIA",NA,NA,"Overnights visitors (tourists)","Thousands","..","..",NA
"1542","ZAMBIA",NA,NA,"Same-day visitors (excursionists)","Thousands","..","..",NA
"1543","ZAMBIA","Tourism expenditure in other countries",NA,NA,"US$ Millions","478","511",NA
"1544","ZAMBIA",NA,"Travel",NA,"US$ Millions","279","298",NA
"1545","ZAMBIA",NA,"Passenger transport",NA,"US$ Millions","199","213",NA
"1546","ZIMBABWE","Departures",NA,NA,NA,NA,NA,"1/ The country is yet to conduct Domestic and Outbound Market Survey to obtain missing indicators on domestic and outbound Tourism.
Based on returning residents figures.
2/ 1995-1988: The expenditure figures are those provided by the country to UNWTO, which do not appear in the International Monetary Fund data."
"1547","ZIMBABWE",NA,"Total departures",NA,"Thousands","..","..",NA
"1548","ZIMBABWE",NA,NA,"Overnights visitors (tourists)","Thousands","2987","..",NA
"1549","ZIMBABWE",NA,NA,"Same-day visitors (excursionists)","Thousands","..","..",NA
"1550","ZIMBABWE","Tourism expenditure in other countries",NA,NA,"US$ Millions","..","..",NA
"1551","ZIMBABWE",NA,"Travel",NA,"US$ Millions","..","..",NA
"1552","ZIMBABWE",NA,"Passenger transport",NA,"US$ Millions","..","..",NA
"1553","IMF","International Monetary Fund",NA,NA,NA,NA,NA,NA
"1554","CB","Central Bank",NA,NA,NA,NA,NA,NA
"1555","..","Data not available",NA,NA,NA,NA,NA,NA
